resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,race_name,date,race_time,race_url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverRef,number_driver,code,forename,surname,dob,nationality,url_driver,constructorRef,constructor_name,constructor_nationality,constructor_url,circuitRef,circuit_name,circuit_location,circuit_country,lat,lng,alt,circuit_url,status,qualifying_position,q1,q2,q3,driver_points_after_race,driver_standing_after_race,driver_wins_after_race,constructor_points_after_race,constructor_standing_after_race,constructor_wins_after_race,constructor_points_race,num_pit_stops,avg_pit_stop_ms,total_pit_stop_ms,avg_lap_ms,best_lap_ms,lap_time_std_ms,sprint_grid,sprint_positionOrder,sprint_points
4951,249,49,15,30,11,5,5,5,2.0,76,\N,\N,\N,\N,\N,\N,11,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,frentzen,\N,\N,Heinz-Harald,Frentzen,1967-05-18,German,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,11.0,1:20.413,\N,\N,7.0,9.0,0.0,9.0,7.0,0.0,2.0,0.0,,,,,,,,
4952,249,44,27,26,10,6,6,6,1.0,76,\N,\N,\N,\N,\N,\N,11,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,panis,\N,\N,Olivier,Panis,1966-09-02,French,http://en.wikipedia.org/wiki/Olivier_Panis,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,10.0,1:20.160,\N,\N,8.0,7.0,0.0,12.0,5.0,0.0,1.0,0.0,,,,,,,,
4953,249,22,17,14,14,7,7,7,0.0,76,\N,\N,\N,\N,\N,\N,11,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,14.0,1:20.902,\N,\N,7.0,8.0,0.0,13.0,4.0,0.0,0.0,0.0,,,,,,,,
4954,249,69,18,24,12,8,8,8,0.0,75,\N,\N,\N,\N,\N,\N,12,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,badoer,\N,BAD,Luca,Badoer,1971-01-25,Italian,http://en.wikipedia.org/wiki/Luca_Badoer,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,12.0,1:20.543,\N,\N,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,
4955,249,83,18,23,15,9,9,9,0.0,74,\N,\N,\N,\N,\N,\N,13,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,lamy,\N,\N,Pedro,Lamy,1972-03-20,Portuguese,http://en.wikipedia.org/wiki/Pedro_Lamy,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+3 Laps,15.0,1:21.156,\N,\N,0.0,24.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,
4956,249,96,15,29,19,10,10,10,0.0,74,\N,\N,\N,\N,\N,\N,13,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,boullion,\N,\N,Jean-Christophe,Boullion,1969-12-27,French,http://en.wikipedia.org/wiki/Jean-Christophe_Boullion,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+3 Laps,19.0,1:22.161,\N,\N,2.0,14.0,0.0,9.0,7.0,0.0,2.0,0.0,,,,,,,,
4957,249,30,22,1,3,11,11,11,0.0,73,\N,\N,\N,\N,\N,\N,5,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Engine,3.0,1:17.558,\N,\N,56.0,1.0,5.0,84.0,1.0,6.0,3.0,0.0,,,,,,,,
4958,249,85,30,17,22,12,12,12,0.0,73,\N,\N,\N,\N,\N,\N,14,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,montermini,\N,\N,Andrea,Montermini,1964-05-30,Italian,http://en.wikipedia.org/wiki/Andrea_Montermini,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+4 Laps,22.0,1:24.371,\N,\N,0.0,21.0,0.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,
4959,249,56,17,15,7,\N,R,13,0.0,70,\N,\N,\N,\N,\N,\N,8,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,irvine,\N,\N,Eddie,Irvine,1965-11-10,British,http://en.wikipedia.org/wiki/Eddie_Irvine,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Clutch,7.0,1:19.499,\N,\N,6.0,10.0,0.0,13.0,4.0,0.0,0.0,0.0,,,,,,,,
4960,249,84,27,25,8,\N,R,14,0.0,67,\N,\N,\N,\N,\N,\N,5,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,brundle,\N,\N,Martin,Brundle,1959-06-01,British,http://en.wikipedia.org/wiki/Martin_Brundle,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Engine,8.0,1:19.748,\N,\N,3.0,13.0,0.0,12.0,5.0,0.0,1.0,0.0,,,,,,,,
4961,249,63,25,4,16,\N,R,15,0.0,58,\N,\N,\N,\N,\N,\N,37,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,salo,\N,\N,Mika,Salo,1966-11-30,Finnish,http://en.wikipedia.org/wiki/Mika_Salo,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Throttle,16.0,1:21.624,\N,\N,0.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,
4962,249,87,1,7,13,\N,R,16,0.0,54,\N,\N,\N,\N,\N,\N,95,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,blundell,\N,\N,Mark,Blundell,1966-04-08,British,http://en.wikipedia.org/wiki/Mark_Blundell,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Fuel leak,13.0,1:20.640,\N,\N,5.0,12.0,0.0,10.0,6.0,0.0,0.0,0.0,,,,,,,,
4963,249,79,25,3,17,\N,R,17,0.0,46,\N,\N,\N,\N,\N,\N,20,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,katayama,\N,\N,Ukyo,Katayama,1963-05-29,Japanese,http://en.wikipedia.org/wiki/Ukyo_Katayama,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Spun off,17.0,1:21.702,\N,\N,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,
4964,249,97,29,9,20,\N,R,18,0.0,45,\N,\N,\N,\N,\N,\N,23,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,papis,\N,\N,Massimiliano,Papis,1969-10-03,Italian,http://en.wikipedia.org/wiki/Massimiliano_Papis,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Brakes,20.0,1:23.275,\N,\N,,,,1.0,8.0,0.0,0.0,0.0,,,,,,,,
4965,249,55,6,27,6,\N,R,19,0.0,42,\N,\N,\N,\N,\N,\N,23,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,alesi,\N,\N,Jean,Alesi,1964-06-11,French,http://en.wikipedia.org/wiki/Jean_Alesi,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Brakes,6.0,1:18.968,\N,\N,32.0,3.0,1.0,57.0,3.0,1.0,4.0,0.0,,,,,,,,
4966,249,64,28,21,23,\N,R,20,0.0,32,\N,\N,\N,\N,\N,\N,5,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,diniz,\N,\N,Pedro,Diniz,1970-05-22,Brazilian,http://en.wikipedia.org/wiki/Pedro_Diniz,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Engine,23.0,1:24.695,\N,\N,0.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,
4967,249,89,29,10,18,\N,R,21,0.0,13,\N,\N,\N,\N,\N,\N,5,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,inoue,\N,\N,Taki,Inoue,1963-09-05,Japanese,http://en.wikipedia.org/wiki/Taki_Inoue,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Engine,18.0,1:22.081,\N,\N,0.0,23.0,0.0,1.0,8.0,0.0,0.0,0.0,,,,,,,,
4968,249,90,28,22,21,\N,R,22,0.0,8,\N,\N,\N,\N,\N,\N,6,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,moreno,\N,\N,Roberto,Moreno,1959-02-11,Brazilian,http://en.wikipedia.org/wiki/Roberto_Moreno,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Gearbox,21.0,1:24.351,\N,\N,0.0,30.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,
4969,249,86,30,16,24,\N,R,23,0.0,5,\N,\N,\N,\N,\N,\N,20,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,lavaggi,\N,\N,Giovanni,Lavaggi,1958-02-18,Italian,http://en.wikipedia.org/wiki/Giovanni_Lavaggi,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Spun off,24.0,1:26.570,\N,\N,,,,0.0,11.0,0.0,0.0,0.0,,,,,,,,
4970,249,57,1,8,5,\N,R,24,0.0,3,\N,\N,\N,\N,\N,\N,5,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,hakkinen,\N,\N,Mika,Häkkinen,1968-09-28,Finnish,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkinen,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Engine,5.0,1:18.363,\N,\N,5.0,11.0,0.0,10.0,6.0,0.0,0.0,0.0,,,,,,,,
4971,250,30,22,1,16,1,1,1,10.0,44,1:36:47.875,5807875,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,16.0,1:59.079,\N,\N,66.0,1.0,6.0,94.0,1.0,7.0,10.0,0.0,,,,,,,,
4972,250,71,3,5,8,2,2,2,6.0,44,+19.493,5827368,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,damon_hill,\N,\N,Damon,Hill,1960-09-17,British,http://en.wikipedia.org/wiki/Damon_Hill,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,8.0,1:57.768,\N,\N,51.0,2.0,3.0,80.0,2.0,3.0,6.0,0.0,,,,,,,,
4973,250,84,27,25,13,3,3,3,4.0,44,+24.998,5832873,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,brundle,\N,\N,Martin,Brundle,1959-06-01,British,http://en.wikipedia.org/wiki/Martin_Brundle,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,13.0,1:58.314,\N,\N,7.0,10.0,0.0,16.0,4.0,0.0,4.0,0.0,,,,,,,,
4974,250,49,15,30,10,4,4,4,3.0,44,+26.972,5834847,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,frentzen,\N,\N,Heinz-Harald,Frentzen,1967-05-18,German,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,10.0,1:58.148,\N,\N,10.0,7.0,0.0,12.0,7.0,0.0,3.0,0.0,,,,,,,,
4975,250,87,1,7,6,5,5,5,2.0,44,+33.772,5841647,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,blundell,\N,\N,Mark,Blundell,1966-04-08,British,http://en.wikipedia.org/wiki/Mark_Blundell,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,6.0,1:56.622,\N,\N,7.0,11.0,0.0,12.0,6.0,0.0,2.0,0.0,,,,,,,,
4976,250,22,17,14,12,6,6,6,1.0,44,+39.674,5847549,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,12.0,1:58.293,\N,\N,8.0,8.0,0.0,14.0,5.0,0.0,1.0,0.0,,,,,,,,
4977,250,65,22,2,4,7,7,7,0.0,44,+54.043,5861918,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,herbert,\N,\N,Johnny,Herbert,1964-06-25,British,http://en.wikipedia.org/wiki/Johnny_Herbert,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,4.0,1:56.085,\N,\N,28.0,5.0,1.0,94.0,1.0,7.0,10.0,0.0,,,,,,,,
4978,250,63,25,4,11,8,8,8,0.0,44,+54.548,5862423,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,salo,\N,\N,Mika,Salo,1966-11-30,Finnish,http://en.wikipedia.org/wiki/Mika_Salo,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,11.0,1:58.224,\N,\N,0.0,17.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,
4979,250,44,27,26,9,9,9,9,0.0,44,+1:06.170,5874045,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,panis,\N,\N,Olivier,Panis,1966-09-02,French,http://en.wikipedia.org/wiki/Olivier_Panis,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,9.0,1:58.021,\N,\N,8.0,9.0,0.0,16.0,4.0,0.0,4.0,0.0,,,,,,,,
4980,250,83,18,23,17,10,10,10,0.0,44,+1:19.789,5887664,\N,\N,\N,\N,1,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,lamy,\N,\N,Pedro,Lamy,1972-03-20,Portuguese,http://en.wikipedia.org/wiki/Pedro_Lamy,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,17.0,1:59.256,\N,\N,0.0,22.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,
4981,250,96,15,29,14,11,11,11,0.0,43,\N,\N,\N,\N,\N,\N,11,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,boullion,\N,\N,Jean-Christophe,Boullion,1969-12-27,French,http://en.wikipedia.org/wiki/Jean-Christophe_Boullion,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,14.0,1:58.356,\N,\N,2.0,14.0,0.0,12.0,7.0,0.0,3.0,0.0,,,,,,,,
4982,250,89,29,10,18,12,12,12,0.0,43,\N,\N,\N,\N,\N,\N,11,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,inoue,\N,\N,Taki,Inoue,1963-09-05,Japanese,http://en.wikipedia.org/wiki/Taki_Inoue,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,18.0,2:00.990,\N,\N,0.0,23.0,0.0,1.0,8.0,0.0,0.0,0.0,,,,,,,,
4983,250,64,28,21,24,13,13,13,0.0,42,\N,\N,\N,\N,\N,\N,12,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,diniz,\N,\N,Pedro,Diniz,1970-05-22,Brazilian,http://en.wikipedia.org/wiki/Pedro_Diniz,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+2 Laps,24.0,2:09.537,\N,\N,0.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,
4984,250,90,28,22,22,14,14,14,0.0,42,\N,\N,\N,\N,\N,\N,12,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,moreno,\N,\N,Roberto,Moreno,1959-02-11,Brazilian,http://en.wikipedia.org/wiki/Roberto_Moreno,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+2 Laps,22.0,2:03.817,\N,\N,0.0,30.0,0.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,
4985,250,79,25,3,15,\N,R,15,0.0,28,\N,\N,\N,\N,\N,\N,20,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,katayama,\N,\N,Ukyo,Katayama,1963-05-29,Japanese,http://en.wikipedia.org/wiki/Ukyo_Katayama,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spun off,15.0,1:58.551,\N,\N,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,
4986,250,86,30,16,23,\N,R,16,0.0,27,\N,\N,\N,\N,\N,\N,6,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,lavaggi,\N,\N,Giovanni,Lavaggi,1958-02-18,Italian,http://en.wikipedia.org/wiki/Giovanni_Lavaggi,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Gearbox,23.0,2:06.407,\N,\N,,,,0.0,11.0,0.0,0.0,0.0,,,,,,,,
4987,250,69,18,24,19,\N,R,17,0.0,23,\N,\N,\N,\N,\N,\N,20,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,badoer,\N,BAD,Luca,Badoer,1971-01-25,Italian,http://en.wikipedia.org/wiki/Luca_Badoer,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spun off,19.0,2:01.013,\N,\N,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,
